010,Viridian Forest,Common
011,Viridian Forest,Common
013,Viridian Forest,Common
014,Viridian Forest,Common
016,Viridian Forest,Uncommon
025,Viridian Forest,Rare
017,Viridian Forest,Rare
010,Route 24,Common
013,Route 24,Common
043,Route 24,Common
069,Route 24,Common
016,Route 24,Common
011,Route 24,Uncommon
014,Route 24,Uncommon
063,Route 24,Uncommon
048,Route 24,Uncommon
017,Route 24,Rare
054,Route 24,Common
098,Route 24,Common
118,Route 24,Common
119,Route 24,Common
060,Route 24,Common
129,Route 24,Common
004,Route 24,Common
016,Route 6,Common
043,Route 6,Common
052,Route 6,Common
056,Route 6,Common
069,Route 6,Common
019,Route 6,Common
039,Route 6,Uncommon
063,Route 6,Uncommon
017,Route 6,Rare
054,Route 6,Common
055,Route 6,Rare
090,Route 6,Common
098,Route 6,Common
118,Route 6,Common
060,Route 6,Common
129,Route 6,Common
016,Route 12,Common
043,Route 12,Common
069,Route 12,Common
048,Route 12,Uncommon
017,Route 12,Uncommon
044,Route 12,Rare
070,Route 12,Rare
083,Route 12,Rare
079,Route 12,Common
080,Route 12,Rare
072,Route 12,Common
098,Route 12,Common
118,Route 12,Common
129,Route 12,Common
116,Route 12,Common
117,Route 12,Common
060,Route 12,Common
143,Route 12,Limited
025,Power Plant,Common
081,Power Plant,Common
100,Power Plant,Common
082,Power Plant,Uncommon
088,Power Plant,Uncommon
026,Power Plant,Rare
125,Power Plant,Rare
089,Power Plant,Rare
145,Power Plant,Limited
092,Pokemon Tower,Common
104,Pokemon Tower,Uncommon
093,Pokemon Tower,Rare
098,Fuchsia City,Common
118,Fuchsia City,Common
119,Fuchsia City,Common
129,Fuchsia City,Common
130,Fuchsia City,Uncommon
060,Fuchsia City,Common
138,Cinnabar Island,Limited
140,Cinnabar Island,Limited
142,Cinnabar Island,Limited
086,Cinnabar Island,Limited
101,Cinnabar Island,Limited
114,Cinnabar Island,Limited
087,Cinnabar Island,Limited
089,Cinnabar Island,Limited
112,Cinnabar Island,Limited
016,Route 13,Common
043,Route 13,Common
069,Route 13,Common
048,Route 13,Uncommon
017,Route 13,Uncommon
044,Route 13,Rare
070,Route 13,Rare
132,Route 13,Rare
083,Route 13,Rare
079,Route 13,Common
080,Route 13,Rare
072,Route 13,Common
098,Route 13,Common
118,Route 13,Common
129,Route 13,Common
116,Route 13,Common
117,Route 13,Uncommon
060,Route 13,Common
016,Route 7,Common
043,Route 7,Common
052,Route 7,Common
056,Route 7,Common
069,Route 7,Common
063,Route 7,Common
037,Route 7,Uncommon
058,Route 7,Uncommon
017,Route 7,Uncommon
019,Route 7,Uncommon
039,Route 7,Uncommon
010,Route 25,Common
013,Route 25,Common
043,Route 25,Common
069,Route 25,Common
016,Route 25,Common
011,Route 25,Uncommon
014,Route 25,Uncommon
063,Route 25,Uncommon
048,Route 25,Uncommon
017,Route 25,Rare
054,Route 25,Common
098,Route 25,Common
099,Route 25,Common
060,Route 25,Common
118,Route 25,Common
129,Route 25,Common
077,Pokemon Mansion,Common
088,Pokemon Mansion,Common
109,Pokemon Mansion,Common
019,Pokemon Mansion,Common
020,Pokemon Mansion,Common
037,Pokemon Mansion,Uncommon
058,Pokemon Mansion,Uncommon
089,Pokemon Mansion,Rare
110,Pokemon Mansion,Rare
126,Pokemon Mansion,Rare
132,Pokemon Mansion,Uncommon
041,Rock Tunnel,Common
074,Rock Tunnel,Common
066,Rock Tunnel,Uncommon
095,Rock Tunnel,Rare
043,Route 14,Common
048,Route 14,Common
069,Route 14,Common
016,Route 14,Uncommon
132,Route 14,Uncommon
017,Route 14,Uncommon
044,Route 14,Rare
070,Route 14,Rare
049,Route 14,Rare
029,Safari Zone,Common
032,Safari Zone,Common
030,Safari Zone,Uncommon
033,Safari Zone,Uncommon
048,Safari Zone,Uncommon
102,Safari Zone,Uncommon
111,Safari Zone,Uncommon
047,Safari Zone,Uncommon
113,Safari Zone,Rare
123,Safari Zone,Rare
127,Safari Zone,Rare
046,Safari Zone,Rare
114,Safari Zone,Rare
054,Safari Zone,Common
079,Safari Zone,Common
098,Safari Zone,Common
147,Safari Zone,Common
129,Safari Zone,Common
148,Safari Zone,Uncommon
060,Safari Zone,Common
118,Safari Zone,Common
084,Safari Zone,Uncommon
104,Safari Zone,Uncommon
128,Safari Zone,Uncommon
115,Safari Zone,Rare
105,Safari Zone,Rare
049,Safari Zone,Rare
021,Route 18,Common
084,Route 18,Common
019,Route 18,Common
020,Route 18,Uncommon
022,Route 18,Uncommon
072,Route 18,Common
098,Route 18,Common
118,Route 18,Common
129,Route 18,Common
090,Route 18,Common
060,Route 18,Common
108,Route 18,Limited
047,Route 18,Limited
019,Route 22,Common
029,Route 22,Common
032,Route 22,Common
021,Route 22,Uncommon
056,Route 22,Uncommon
060,Route 22,Common
118,Route 22,Common
061,Route 22,Uncommon
129,Route 22,Common
066,Victory Road,Common
095,Victory Road,Common
074,Victory Road,Common
041,Victory Road,Uncommon
042,Victory Road,Rare
067,Victory Road,Rare
075,Victory Road,Rare
105,Victory Road,Rare
146,Victory Road,Limited
049,Victory Road,Uncommon
029,Underground Path 5-6,Limited
067,Underground Path 5-6,Limited
016,Route 1,Common
019,Route 1,Common
022,Route 23,Common
023,Route 23,Common
027,Route 23,Common
132,Route 23,Common
030,Route 23,Common
033,Route 23,Common
021,Route 23,Uncommon
056,Route 23,Uncommon
024,Route 23,Rare
028,Route 23,Rare
057,Route 23,Rare
080,Route 23,Common
099,Route 23,Common
117,Route 23,Common
119,Route 23,Common
060,Route 23,Common
061,Route 23,Common
118,Route 23,Common
129,Route 23,Common
041,Mt Moon,Common
074,Mt Moon,Common
046,Mt Moon,Uncommon
035,Mt Moon,Rare
027,Mt Moon,Rare
060,Viridian City,Common
072,Viridian City,Common
118,Viridian City,Common
129,Viridian City,Common
072,Route 19,Common
090,Route 19,Common
116,Route 19,Common
118,Route 19,Common
120,Route 19,Common
073,Route 19,Uncommon
060,Route 19,Common
129,Route 19,Common
106,Saffron City,Limited
107,Saffron City,Limited
001,Cerulean City,Limited
124,Cerulean City,Limited
060,Pallet Town,Common
072,Pallet Town,Common
120,Pallet Town,Common
118,Pallet Town,Common
129,Pallet Town,Common
001,Pallet Town,Limited
004,Pallet Town,Limited
007,Pallet Town,Limited
025,Pallet Town,Limited
043,Route 15,Common
069,Route 15,Common
016,Route 15,Uncommon
048,Route 15,Uncommon
132,Route 15,Uncommon
017,Route 15,Uncommon
044,Route 15,Rare
070,Route 15,Rare
049,Route 15,Rare
019,Route 16,Common
021,Route 16,Common
084,Route 16,Common
020,Route 16,Rare
022,Route 16,Rare
143,Route 16,Limited
016,Route 2,Common
019,Route 2,Common
010,Route 2,Uncommon
013,Route 2,Uncommon
029,Route 2,Uncommon
032,Route 2,Uncommon
122,Route 2,Limited
072,Route 20,Common
090,Route 20,Common
116,Route 20,Common
118,Route 20,Common
120,Route 20,Common
073,Route 20,Common
060,Route 20,Common
129,Route 20,Common
016,Route 21,Common
019,Route 21,Common
017,Route 21,Uncommon
020,Route 21,Uncommon
114,Route 21,Uncommon
072,Route 21,Common
090,Route 21,Common
116,Route 21,Common
118,Route 21,Common
120,Route 21,Common
073,Route 21,Uncommon
060,Route 21,Common
129,Route 21,Common
016,Route 3,Common
021,Route 3,Common
039,Route 3,Uncommon
019,Route 3,Uncommon
027,Route 3,Uncommon
056,Route 3,Uncommon
061,Celadon City,Common
079,Celadon City,Common
118,Celadon City,Common
060,Celadon City,Common
129,Celadon City,Common
133,Celadon City,Limited
030,Celadon City,Limited
033,Celadon City,Limited
035,Celadon City,Limited
063,Celadon City,Limited
123,Celadon City,Limited
127,Celadon City,Limited
137,Celadon City,Limited
147,Celadon City,Limited
037,Celadon City,Limited
040,Celadon City,Limited
020,Route 17,Common
021,Route 17,Common
084,Route 17,Common
022,Route 17,Uncommon
077,Route 17,Uncommon
085,Route 17,Rare
072,Route 17,Common
098,Route 17,Common
118,Route 17,Common
129,Route 17,Common
090,Route 17,Common
060,Route 17,Common
090,Vermilion City,Common
098,Vermilion City,Common
072,Vermilion City,Common
116,Vermilion City,Uncommon
060,Vermilion City,Common
118,Vermilion City,Common
129,Vermilion City,Common
007,Vermilion City,Limited
083,Vermilion City,Limited
120,Vermilion City,Uncommon
042,Cerulean Cave,Common
024,Cerulean Cave,Uncommon
028,Cerulean Cave,Uncommon
049,Cerulean Cave,Uncommon
082,Cerulean Cave,Uncommon
085,Cerulean Cave,Uncommon
097,Cerulean Cave,Uncommon
044,Cerulean Cave,Uncommon
070,Cerulean Cave,Uncommon
075,Cerulean Cave,Uncommon
026,Cerulean Cave,Rare
047,Cerulean Cave,Rare
064,Cerulean Cave,Rare
132,Cerulean Cave,Rare
080,Cerulean Cave,Common
099,Cerulean Cave,Common
117,Cerulean Cave,Common
119,Cerulean Cave,Common
118,Cerulean Cave,Common
060,Cerulean Cave,Common
129,Cerulean Cave,Common
101,Cerulean Cave,Uncommon
105,Cerulean Cave,Uncommon
112,Cerulean Cave,Uncommon
111,Cerulean Cave,Uncommon
040,Cerulean Cave,Rare
113,Cerulean Cave,Rare
108,Cerulean Cave,Rare
150,Cerulean Cave,Limited
086,Seafoam Islands,Common
041,Seafoam Islands,Common
098,Seafoam Islands,Common
054,Seafoam Islands,Uncommon
079,Seafoam Islands,Uncommon
090,Seafoam Islands,Uncommon
116,Seafoam Islands,Uncommon
120,Seafoam Islands,Uncommon
042,Seafoam Islands,Rare
055,Seafoam Islands,Rare
080,Seafoam Islands,Rare
087,Seafoam Islands,Rare
099,Seafoam Islands,Rare
117,Seafoam Islands,Rare
072,Seafoam Islands,Common
118,Seafoam Islands,Common
060,Seafoam Islands,Common
129,Seafoam Islands,Common
144,Seafoam Islands,Limited
019,Route 4,Common
021,Route 4,Common
023,Route 4,Common
027,Route 4,Common
056,Route 4,Uncommon
129,Route 4,Common
016,Route 8,Common
052,Route 8,Common
056,Route 8,Common
023,Route 8,Uncommon
027,Route 8,Uncommon
037,Route 8,Uncommon
058,Route 8,Uncommon
017,Route 8,Uncommon
019,Route 8,Uncommon
039,Route 8,Uncommon
063,Route 8,Uncommon
064,Route 8,Rare
131,Silph Co,Limited
021,Route 10,Common
023,Route 10,Common
027,Route 10,Common
100,Route 10,Common
081,Route 10,Common
019,Route 10,Uncommon
029,Route 10,Uncommon
032,Route 10,Uncommon
020,Route 10,Rare
066,Route 10,Rare
061,Route 10,Common
079,Route 10,Common
098,Route 10,Common
099,Route 10,Uncommon
116,Route 10,Uncommon
060,Route 10,Common
118,Route 10,Common
129,Route 10,Common
021,Route 11,Common
023,Route 11,Common
027,Route 11,Common
096,Route 11,Common
016,Route 11,Common
019,Route 11,Common
017,Route 11,Uncommon
020,Route 11,Rare
090,Route 11,Common
098,Route 11,Common
072,Route 11,Common
116,Route 11,Uncommon
060,Route 11,Common
118,Route 11,Common
129,Route 11,Common
030,Route 11,Limited
051,Route 11,Limited
019,Route 9,Common
021,Route 9,Common
023,Route 9,Common
027,Route 9,Common
029,Route 9,Common
032,Route 9,Common
020,Route 9,Rare
022,Route 9,Rare
030,Route 9,Rare
033,Route 9,Rare
050,Digletts Cave,Common
051,Digletts Cave,Rare
016,Route 5,Common
043,Route 5,Common
052,Route 5,Common
056,Route 5,Common
069,Route 5,Common
019,Route 5,Common
039,Route 5,Uncommon
063,Route 5,Uncommon
017,Route 5,Rare
029,Route 5,Limited
067,Route 5,Limited
